pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
4685_ID,chr22,31886135,31887008,ENST00000665497.1_1,AL096701.4,lncRNA,0.6415,chr22,31822726,31924726,ENST00000548143.1_3,DRG1,nonsense_mediated_decay,0,NA
4686_ID,chr22,31886135,31887008,ENST00000665497.1_1,AL096701.4,lncRNA,0.6415,chr22,31864267,31892094,ENST00000397520.1_4,EIF4ENIF1,protein_coding,0.9414,-0.20127713
4687_ID,chr22,31886135,31887008,ENST00000665497.1_1,AL096701.4,lncRNA,0.6415,chr22,31884673,31925053,ENST00000465646.5_1,SFI1,processed_transcript,0.9106,-0.056704652
4688_ID,chr6,37268985,37272952,ENST00000658561.1_3,AL096712.2,lncRNA,0.853,chr6,37225547,37300746,ENST00000373491.3_2,TBC1D22B,protein_coding,0.6374,0.164051724
4689_ID,chr10,83810017,83810104,ENST00000408451.1,AL096864.1,miRNA,NA,chr10,83634949,84746934,ENST00000372141.7_3,NRG3,protein_coding,NA,NA
4690_ID,chr6,45388815,45389742,ENST00000606796.1_1,AL096865.1,lncRNA,0.8838,chr6,45296463,45632086,ENST00000576263.5_1,RUNX2,protein_coding,0.9596,-0.05838387
4691_ID,chr14,91033838,91036320,ENST00000557622.1_1,AL096869.1,lncRNA,0.8955,chr14,90990907,91282774,ENST00000328459.11_4,TTC7B,protein_coding,0.5674,0.35642825
4692_ID,chr14,91108983,91115238,ENST00000557007.1_1,AL096869.2,lncRNA,0.8473,chr14,90990907,91282774,ENST00000328459.11_4,TTC7B,protein_coding,0.5674,0.25290994239736603
4693_ID,chr14,24740931,24748295,ENST00000654775.1_1,AL096870.10,lncRNA,0.7342,chr14,24740418,24768052,ENST00000669726.1_1,AL096870.12,lncRNA,0.8025,-0.223653789
4694_ID,chr20,51068002,51072158,ENST00000414598.1_3,AL109610.1,lncRNA,0.9752,chr20,50827181,51287117,ENST00000666751.1_1,LINC01524,lncRNA,0.9679,0.519290787
4695_ID,chr6,66176896,66176982,ENST00000582775.1,AL109612.1,miRNA,NA,chr6,64429875,66417119,ENST00000503581.6_5,EYS,protein_coding,NA,NA
4696_ID,chr20,36155043,36155462,ENST00000620327.1_1,AL109614.1,lncRNA,0.7833,chr20,36130815,36156264,ENST00000467603.1_3,BLCAP,processed_transcript,0.884,0.264935828
4697_ID,chr6,43980737,43980838,ENST00000579127.1,AL109615.1,miRNA,NA,chr6,43963459,44042389,ENST00000422059.5_3,AL109615.3,lncRNA,NA,NA
4698_ID,chr14,39617036,39620567,ENST00000648024.1_1,AL109628.2,lncRNA,0.7923,chr14,39617014,39639736,ENST00000469361.5_3,TRAPPC6B,retained_intron,0.5193,0.386683029
4699_ID,chr20,1469194,1469292,ENST00000580848.1,AL109658.1,miRNA,NA,chr20,1451385,1472164,ENST00000481731.5_3,SIRPB2,nonsense_mediated_decay,NA,NA
4700_ID,chr1,48693559,48695233,ENST00000606809.1_1,AL109659.2,lncRNA,0.8012,chr1,48688358,48714316,ENST00000236495.9_3,SLC5A9,protein_coding,0.9957,0.11567749
4701_ID,chr20,10036967,10037063,ENST00000408554.2,AL109754.1,miRNA,NA,chr20,10015634,10038951,ENST00000378392.6_2,ANKEF1,protein_coding,NA,NA
4702_ID,chr20,10036967,10037063,ENST00000408554.2,AL109754.1,miRNA,NA,chr20,10006722,10349367,ENST00000421143.6_3,SNAP25-AS1,lncRNA,NA,NA
4703_ID,chr21,19165804,19183162,ENST00000428689.5_1,AL109761.1,lncRNA,0.9431,chr21,19161290,19191673,ENST00000284881.9_7,C21orf91,protein_coding,0.809,0.367446144
4704_ID,chr14,99729284,99731072,ENST00000429450.1_1,AL109767.1,lncRNA,0.9361,chr14,99635623,99738534,ENST00000357195.8_4,BCL11B,protein_coding,0.955,0.384491904
4705_ID,chr20,3487653,3487759,ENST00000579046.1,AL109805.1,miRNA,NA,chr20,3451664,3631765,ENST00000262919.10_2,ATRN,protein_coding,NA,NA
4706_ID,chr1,11128527,11133154,ENST00000452378.1_1,AL109811.1,lncRNA,0.6614,chr1,11126674,11159926,ENST00000304457.11_4,EXOSC10,protein_coding,0.9319,0.158870045
4707_ID,chr1,11089715,11090585,ENST00000607145.1_2,AL109811.2,lncRNA,0.647,chr1,11086579,11107296,ENST00000400897.8_4,MASP2,protein_coding,0.9507,0.288766789
4708_ID,chr20,33329204,33395250,ENST00000655046.1_1,AL109824.1,lncRNA,0.9456,chr20,33302577,33413454,ENST00000359003.7_6,NCOA6,protein_coding,0.9013,0.173539027
4709_ID,chr1,67705122,67705210,ENST00000408806.1,AL109843.1,miRNA,NA,chr1,67604589,67724850,ENST00000637002.1_1,IL23R,protein_coding,NA,NA
4710_ID,chr6,106899370,106905123,ENST00000632749.1_3,AL109920.1,lncRNA,0.9466,chr6,106808591,107019892,ENST00000633556.3_4,CRYBG1,protein_coding,0.8365,0.416368606
4711_ID,chr6,65684285,65684385,ENST00000408385.1,AL109922.1,miRNA,NA,chr6,64429875,66417119,ENST00000503581.6_5,EYS,protein_coding,NA,NA
4712_ID,chr20,33064009,33064592,ENST00000618799.1_1,AL109923.1,lncRNA,0.8858,chr20,32951111,33128552,ENST00000664852.1_1,ITCH,nonsense_mediated_decay,0.9626,0.007752173
4713_ID,chr1,28177084,28177255,ENST00000601459.1,AL109927.1,protein_coding,NA,chr1,28157292,28178187,ENST00000311772.10_2,PPP1R8,protein_coding,NA,NA
4714_ID,chr20,51872517,52103813,ENST00000606932.1_3,AL109930.1,lncRNA,0.8785,chr20,51588896,52111869,ENST00000371497.10_4,TSHZ2,protein_coding,0.7326,0.767434377
4715_ID,chr6,109825589,109825729,ENST00000517228.1,AL109947.2,miRNA,NA,chr6,109804840,109827975,ENST00000658720.1_1,AL109947.1,lncRNA,NA,NA
4716_ID,chr6,109825589,109825729,ENST00000517228.1,AL109947.2,miRNA,NA,chr6,109814058,110012415,ENST00000424296.6_3,AK9,protein_coding,NA,NA
4717_ID,chr20,23470052,23470610,ENST00000615088.1_1,AL109954.2,lncRNA,0.9752,chr20,23462281,23499691,ENST00000619495.1_3,AL109954.1,lncRNA,0.9791,1
4718_ID,chr20,50689223,50713019,ENST00000665639.1_1,AL109984.1,lncRNA,0.8708,chr20,50668201,50808318,ENST00000371518.6_3,ZFP64,protein_coding,0.7571,0.348517332
4719_ID,chr20,30123065,30123429,ENST00000614396.1_1,AL110115.1,lncRNA,0.7755,chr20,30102212,30157370,ENST00000335574.10_3,HM13,protein_coding,0.9356,-0.059704491
4720_ID,chr20,24123225,24125022,ENST00000457224.1_3,AL110503.1,lncRNA,0,chr20,24043960,24206649,ENST00000664459.1_1,LINC01721,lncRNA,0.8129,NA
4721_ID,chr14,99978837,99979913,ENST00000557733.1_1,AL110504.1,lncRNA,0.9298,chr14,99966526,100070544,ENST00000380243.9_5,CCDC85C,protein_coding,0.6589,-0.272938391
4722_ID,chr14,99978837,99979913,ENST00000557733.1_1,AL110504.1,lncRNA,0.9298,chr14,99947760,100001381,ENST00000555049.5_2,CCNK,protein_coding,0.8633,-0.107115964
4723_ID,chr20,13936409,13936503,ENST00000408401.1,AL117333.1,miRNA,NA,chr20,13830048,13975979,ENST00000486903.5_4,SEL1L2,nonsense_mediated_decay,NA,NA
4724_ID,chr10,35499343,35499678,ENST00000602435.1_1,AL117336.1,lncRNA,0.6728,chr10,35416384,35501883,ENST00000374728.7_1,CREM,protein_coding,0.9281,0.102331494
4725_ID,chr10,35604259,35625329,ENST00000605499.1_3,AL117336.2,lncRNA,0.9144,chr10,35535952,35860852,ENST00000374706.5_1,CCNY,protein_coding,0.4962,-0.268078945
4726_ID,chr10,38243849,38243919,ENST00000582458.1,AL117337.1,miRNA,NA,chr10,38238500,38265575,ENST00000302609.8_4,ZNF25,protein_coding,NA,NA
4727_ID,chr10,38426264,38433327,ENST00000608335.1_1,AL117339.3,lncRNA,0.72,chr10,38383295,38649026,ENST00000640275.1_2,AL117339.4,nonsense_mediated_decay,0.8538,0.394993895
4728_ID,chr10,38426264,38433327,ENST00000608335.1_1,AL117339.3,lncRNA,0.72,chr10,38383261,38439221,ENST00000638053.1_2,ZNF37A,protein_coding,0.7156,0.747863248
4729_ID,chr10,52232573,52234006,ENST00000437213.2_1,AL117341.1,lncRNA,0,chr10,52065345,52383737,ENST00000429490.5_3,SGMS1,protein_coding,0.9308,NA
4730_ID,chr1,70172632,70175957,ENST00000656012.1_3,AL117353.1,lncRNA,0.8139,chr1,70033604,70610047,ENST00000651989.2_2,LRRC7,protein_coding,0.9497,0.368446665
4731_ID,chr20,61559972,61560649,ENST00000619319.1_2,AL117379.1,lncRNA,0.763,chr20,61509089,61569304,ENST00000266070.8_4,DIDO1,protein_coding,0.7234,-0.341091617
4732_ID,chr20,43018263,43020177,ENST00000455642.1_4,AL117382.2,lncRNA,0.9196,chr20,43006382,43024346,ENST00000452481.1_3,HNF4A-AS1,lncRNA,0.9765,0.556050706
4733_ID,chr20,43018263,43020177,ENST00000455642.1_4,AL117382.2,lncRNA,0.9196,chr20,42984440,43061483,ENST00000619550.4_1,HNF4A,protein_coding,0.9393,0.74741034
4734_ID,chr20,16390941,16391036,ENST00000408521.1,AL118509.1,miRNA,NA,chr20,16252748,16554093,ENST00000354981.7_6,KIF16B,protein_coding,NA,NA
4735_ID,chr20,43375282,43375842,ENST00000611368.1_1,AL118522.1,lncRNA,0.9243,chr20,43374505,43380954,ENST00000372861.5_2,KCNK15,protein_coding,0.8812,0.620083218
4736_ID,chr14,50915524,50923460,ENST00000555257.1_1,AL118556.1,lncRNA,0.9235,chr14,50885242,50999327,ENST00000013125.8_3,MAP4K5,protein_coding,0.9325,0.135832219
4737_ID,chrX,37765399,37808658,ENST00000567273.1_1,AL121578.1,lncRNA,0.8822,chrX,37208582,38546928,ENST00000465127.1_1,AF241726.1,protein_coding,0.9297,0.223358139
4738_ID,chr20,14502726,14503960,ENST00000656415.1_3,AL121582.1,lncRNA,0.9718,chr20,13976014,16033842,ENST00000217246.8_3,MACROD2,protein_coding,0.9493,-0.196695013
4739_ID,chr20,15532801,15533530,ENST00000453972.1_3,AL121584.1,lncRNA,1,chr20,13976014,16033842,ENST00000217246.8_3,MACROD2,protein_coding,0.9493,-0.081458805
4740_ID,chr22,46451619,46454040,ENST00000439423.1_3,AL121672.1,lncRNA,0.6401,chr22,46449748,46501903,ENST00000381051.6_1,MIRLET7BHG,lncRNA,0.9121,0.461819729
4741_ID,chr22,46463235,46465771,ENST00000412643.1_3,AL121672.2,lncRNA,0.6976,chr22,46449748,46501903,ENST00000381051.6_1,MIRLET7BHG,lncRNA,0.9121,0.204668848
4742_ID,chr22,46448972,46449440,ENST00000608644.1_1,AL121672.3,lncRNA,0.8633,chr22,46445357,46450024,ENST00000649288.1_4,PRR34,lncRNA,0.6094,0.59049664
4743_ID,chr4,2861709,2864400,ENST00000664060.1_3,AL121750.1,lncRNA,0.8863,chr4,2845583,2931800,ENST00000264758.11_3,ADD1,protein_coding,0.8649,0.124900108
4744_ID,chr20,31645393,31645476,ENST00000579962.1,AL121756.1,miRNA,NA,chr20,31643229,31661434,ENST00000375494.3_1,BPIFB3,protein_coding,NA,NA
4745_ID,chr20,5426483,5454853,ENST00000651499.1_1,AL121757.1,lncRNA,0.972,chr20,5298913,5483835,ENST00000668553.1_1,AL121757.2,lncRNA,0.885,0.419927576
4746_ID,chr20,5388209,5388522,ENST00000611223.1_1,AL121757.3,lncRNA,0,chr20,5298913,5483835,ENST00000668553.1_1,AL121757.2,lncRNA,0.885,NA
4747_ID,chr20,21132308,21143531,ENST00000425746.2_3,AL121759.1,lncRNA,0.9551,chr20,21106623,21227256,ENST00000619574.4_3,KIZ,protein_coding,0.995,0.118575276
4748_ID,chr20,21070349,21073180,ENST00000652795.1_1,AL121759.2,lncRNA,1,chr20,21066216,21086994,ENST00000655093.1_3,LINC00237,lncRNA,0.9723,-0.055428976
4749_ID,chr20,29516512,29517630,ENST00000655308.1_1,AL121762.1,lncRNA,0.7799,chr20,29513581,29523881,ENST00000380888.5_4,LINC01597,lncRNA,0.7761,0.345731074
4750_ID,chr20,25231643,25231940,ENST00000614331.1_1,AL121772.2,lncRNA,0.9555,chr20,25228720,25278648,ENST00000216962.9_2,PYGB,protein_coding,0.892,0.440414311
4751_ID,chr20,25265550,25266224,ENST00000610840.1_1,AL121772.3,lncRNA,0.8929,chr20,25228720,25278648,ENST00000216962.9_2,PYGB,protein_coding,0.892,0.588271338
4752_ID,chr6,90660129,90662905,ENST00000445838.1_1,AL121787.1,lncRNA,0.9497,chr6,90636247,91006627,ENST00000537989.5_4,BACH2,protein_coding,0.9387,0.269952786
4753_ID,chr14,59237869,59237964,ENST00000408500.1,AL121819.1,miRNA,NA,chr14,59113348,59484250,ENST00000648996.1_1,LINC01500,lncRNA,NA,NA
4754_ID,chr14,69150127,69152282,ENST00000556919.1_3,AL121820.1,lncRNA,0.9078,chr14,68286545,69196935,ENST00000488612.5_2,RAD51B,protein_coding,0.8911,0.607670306
4755_ID,chr14,69093882,69095162,ENST00000556301.1_3,AL121820.2,lncRNA,0.8871,chr14,68286545,69196935,ENST00000488612.5_2,RAD51B,protein_coding,0.8911,0.034220908
4756_ID,chr14,69072112,69078449,ENST00000661958.1_3,AL121820.3,lncRNA,0.7947,chr14,68286545,69196935,ENST00000488612.5_2,RAD51B,protein_coding,0.8911,0.338867058
4757_ID,chr20,61991339,62002529,ENST00000370257.1_1,AL121827.1,lncRNA,0.9954,chr20,61975420,62009345,ENST00000463705.5_3,CHRNA4,processed_transcript,0.9637,0.231558506
4758_ID,chr20,62174763,62175091,ENST00000620908.1_1,AL121829.2,lncRNA,0.8928,chr20,62172162,62178857,ENST00000217188.1_3,SRMS,protein_coding,0.8877,0.639350437
4759_ID,chr20,19673935,19678220,ENST00000609846.1_4,AL121830.1,lncRNA,0.945,chr20,19193285,19703570,ENST00000328041.11_2,SLC24A3,protein_coding,0.778,0.283537891
4760_ID,chr20,60977291,60980991,ENST00000616512.1_1,AL121832.3,lncRNA,0.9148,chr20,60963687,60982341,ENST00000279101.9_4,CABLES2,protein_coding,0.9161,0.608071637
4761_ID,chr14,92219199,92226142,ENST00000565058.2_1,AL121839.2,lncRNA,0.8939,chr14,92189401,92247051,ENST00000554560.5_7,CATSPERB,protein_coding,0.937,0.426941273
4762_ID,chr20,62376041,62377304,ENST00000447343.2_1,AL121845.1,lncRNA,0.7803,chr20,62375022,62462617,ENST00000245663.9_3,ZBTB46,protein_coding,0.9038,0.529235203
4763_ID,chr20,62361423,62361729,ENST00000613401.1_1,AL121845.4,lncRNA,0.844,chr20,62338816,62367493,ENST00000448100.6_3,ZGPAT,protein_coding,0.9633,0.128458446
4764_ID,chr20,62361423,62361729,ENST00000613401.1_1,AL121845.4,lncRNA,0.844,chr20,62340215,62370456,ENST00000490623.3_4,AL121845.3,nonsense_mediated_decay,0.9556,0.470239406
4765_ID,chrX,50388117,50388209,ENST00000583959.1,AL121865.1,miRNA,NA,chrX,50334646,50557302,ENST00000289292.11_3,SHROOM4,protein_coding,NA,NA
4766_ID,chr22,28103577,28105929,ENST00000422833.1_1,AL121885.3,lncRNA,0,chr22,28072555,28110959,ENST00000440255.1_3,AL121885.2,lncRNA,0.9009,NA
4767_ID,chr20,18526351,18526428,ENST00000578930.1,AL121893.1,miRNA,NA,chr20,18488163,18542059,ENST00000336714.8_2,SEC23B,protein_coding,NA,NA
4768_ID,chr20,23612462,23612953,ENST00000602977.1_1,AL121894.2,lncRNA,0.7256,chr20,23607342,23618582,ENST00000398411.5_3,CST3,protein_coding,0.6064,0.08163383
4769_ID,chr20,34735265,34743052,ENST00000652809.1_4,AL121895.1,lncRNA,0.9678,chr20,34680631,34820721,ENST00000373946.7_3,EPB41L1,protein_coding,0.9727,0.277653347
4770_ID,chr20,26169043,26177527,ENST00000611894.4_1,AL121904.1,lncRNA,0.9716,chr20,26148452,26232147,ENST00000661062.1_3,MIR663AHG,lncRNA,0,NA
4771_ID,chr20,55035321,55035413,ENST00000390795.2,AL121914.1,miRNA,NA,chr20,54987316,55035443,ENST00000434344.2_1,CASS4,protein_coding,NA,NA
4772_ID,chr20,57438582,57463847,ENST00000441270.6_3,AL121917.1,lncRNA,0.6979,chr20,57414772,57486247,ENST00000313949.11_1,GNAS,protein_coding,0.9597,0.230308005
4773_ID,chr20,57451646,57452036,ENST00000605044.1_1,AL121917.2,lncRNA,0.7932,chr20,57414772,57486247,ENST00000313949.11_1,GNAS,protein_coding,0.9597,0.245755493
4774_ID,chr20,57451646,57452036,ENST00000605044.1_1,AL121917.2,lncRNA,0.7932,chr20,57438582,57463847,ENST00000441270.6_3,AL121917.1,lncRNA,0.6979,0.194705514
4775_ID,chr10,104242795,104243316,ENST00000608017.1_1,AL121928.1,lncRNA,0.9665,chr10,104221637,104262466,ENST00000636707.1_3,ACTR1A,nonsense_mediated_decay,0.8409,0.516348042
4776_ID,chr10,105308831,105310721,ENST00000457120.1_1,AL121929.1,lncRNA,0.9818,chr10,105253735,105352309,ENST00000369780.8_1,NEURL1,protein_coding,0.9378,0.101105717
4777_ID,chr10,105368375,105369807,ENST00000609691.1_1,AL121929.2,lncRNA,0.9302,chr10,105353783,105615301,ENST00000369774.8_5,SH3PXD2A,protein_coding,0.8999,-0.027476721
4778_ID,chr10,105332913,105343444,ENST00000663302.1_3,AL121929.3,lncRNA,0.638,chr10,105253735,105352309,ENST00000369780.8_1,NEURL1,protein_coding,0.9378,0.22106656
4779_ID,chr6,28615973,28616042,ENST00000606479.1,AL121932.1,miRNA,NA,chr6,28603345,28617315,ENST00000653211.1_1,AL121932.2,lncRNA,NA,NA
4780_ID,chr6,137105182,137107418,ENST00000661159.1_1,AL121933.2,lncRNA,0.9154,chr6,136878183,137113615,ENST00000359015.5_4,MAP3K5,protein_coding,0.8434,0.651191325
4781_ID,chr6,167528444,167535015,ENST00000642778.1_3,AL121935.1,lncRNA,0.9503,chr6,167525294,167552629,ENST00000400926.5_4,CCR6,protein_coding,0.9449,0.317977937
4782_ID,chr6,167528444,167535015,ENST00000642778.1_3,AL121935.1,lncRNA,0.9503,chr6,167412892,167552629,ENST00000609590.1_1,Z94721.2,retained_intron,0.7845,0.270210317
4783_ID,chr6,167539710,167545060,ENST00000647254.1_3,AL121935.2,lncRNA,0.8429,chr6,167412892,167552629,ENST00000609590.1_1,Z94721.2,retained_intron,0.7845,0.198417619
4784_ID,chr6,167539710,167545060,ENST00000647254.1_3,AL121935.2,lncRNA,0.8429,chr6,167525294,167552629,ENST00000400926.5_4,CCR6,protein_coding,0.9449,0.452107706
4785_ID,chr6,167578052,167580721,ENST00000660720.1_3,AL121935.3,lncRNA,0.973,chr6,167562967,167585765,ENST00000486697.2_8,TCP10L2,protein_coding,0.9723,0.562565019
4786_ID,chr6,125589232,125595974,ENST00000661181.1_1,AL121938.1,lncRNA,0.7024,chr6,125543073,125623104,ENST00000609477.5_3,HDDC2,nonsense_mediated_decay,0.8336,0.340810846
4787_ID,chr6,28046569,28048908,ENST00000605945.1_3,AL121944.1,lncRNA,0.8032,chr6,27982899,28104599,ENST00000660873.1_3,ZSCAN16-AS1,lncRNA,0.848,-0.104961532
4788_ID,chr6,155202415,155202504,ENST00000411354.1,AL121952.1,miRNA,NA,chr6,155153830,155578857,ENST00000461783.7_6,TIAM2,protein_coding,NA,NA
4789_ID,chr6,107831006,107832925,ENST00000437040.1_3,AL121957.1,lncRNA,0.8886,chr6,107811320,107982510,ENST00000317357.10_2,SOBP,protein_coding,0.8225,0.607117806
4790_ID,chr1,35227026,35253698,ENST00000542839.1_3,AL121988.1,lncRNA,0.9694,chr1,35178337,35325336,ENST00000426886.1_3,SMIM12,nonsense_mediated_decay,0.8648,0.028459686
4791_ID,chr1,87397881,87400574,ENST00000585888.1_3,AL121989.1,lncRNA,0.8763,chr1,87380317,87575665,ENST00000370550.10_2,HS2ST1,protein_coding,0.6047,-0.114408937
4792_ID,chr1,15892105,15892451,ENST00000606186.1_1,AL121992.3,lncRNA,0.8658,chr1,15853307,15902587,ENST00000375849.5_1,DNAJC16,protein_coding,0.8052,0.383676187
4793_ID,chr1,234397451,234410211,ENST00000456078.1_1,AL122008.1,lncRNA,0.9752,chr1,234040421,234460257,ENST00000366618.8_3,SLC35F3,protein_coding,0.9364,0.353982072
4794_ID,chr1,234348351,234350834,ENST00000412483.1_3,AL122008.3,lncRNA,0.9489,chr1,234040421,234460257,ENST00000366618.8_3,SLC35F3,protein_coding,0.9364,0.084008801
4795_ID,chr1,35316294,35317156,ENST00000429293.1_1,AL122010.1,lncRNA,0.9821,chr1,35178337,35325336,ENST00000426886.1_3,SMIM12,nonsense_mediated_decay,0.8648,-0.154529084
4796_ID,chr11,33376010,33376091,ENST00000411202.1,AL122015.1,miRNA,NA,chr11,33278926,33378569,ENST00000303296.9_4,HIPK3,protein_coding,NA,NA
4797_ID,chr6,82236818,82244630,ENST00000435858.1_3,AL122017.1,lncRNA,0.8134,chr6,82201155,82461529,ENST00000412306.1_6,TENT5A,protein_coding,0.9066,0.405341354
4798_ID,chr1,177522004,177522095,ENST00000390740.2,AL122019.1,miRNA,NA,chr1,177362183,177889287,ENST00000664407.1_3,AL136114.1,lncRNA,NA,NA
4799_ID,chr14,91224942,91226405,ENST00000663297.1_1,AL122020.2,lncRNA,0.9104,chr14,90990907,91282774,ENST00000328459.11_4,TTC7B,protein_coding,0.5674,0.26216211
4800_ID,chr14,93800873,93801403,ENST00000622847.1_1,AL122023.1,lncRNA,0.7595,chr14,93799564,94173618,ENST00000256339.8_2,UNC79,protein_coding,0.8926,-0.149190024
4801_ID,chr14,64889652,64915275,ENST00000556640.1_3,AL122035.1,lncRNA,0.6797,chr14,64854748,64930175,ENST00000545908.6_3,MTHFD1,protein_coding,0.7361,0.223443223
4802_ID,chr14,64907086,64908956,ENST00000609125.1_1,AL122035.2,lncRNA,0.7841,chr14,64854748,64930175,ENST00000545908.6_3,MTHFD1,protein_coding,0.7361,0.550671551
4803_ID,chr14,64907086,64908956,ENST00000609125.1_1,AL122035.2,lncRNA,0.7841,chr14,64889652,64915275,ENST00000556640.1_3,AL122035.1,lncRNA,0.6797,0.781440781
4804_ID,chr14,52104065,52104665,ENST00000616999.1_1,AL122125.1,lncRNA,0.7141,chr14,51955854,52197177,ENST00000356218.8_3,FRMD6,protein_coding,0.9371,-0.274871032
4805_ID,chr14,26385220,26468011,ENST00000649052.1_1,AL132633.1,lncRNA,0.6687,chr14,26116509,26612511,ENST00000546412.2_4,LINC02306,lncRNA,0.6726,0.471594468
4806_ID,chr14,39734906,39736265,ENST00000605298.1_1,AL132639.2,lncRNA,0.7413,chr14,39703105,39819627,ENST00000553728.1_3,MIA2,protein_coding,0.922,-0.042177499
4807_ID,chr14,94405842,94410540,ENST00000658797.1_1,AL132642.1,lncRNA,0.9248,chr14,94400511,94442916,ENST00000555019.6_5,ASB2,protein_coding,0.9784,0.736466985
4808_ID,chr20,57408863,57411584,ENST00000601795.1_3,AL132655.1,lncRNA,0.9021,chr20,57393973,57425958,ENST00000424094.6_3,GNAS-AS1,lncRNA,0.9397,0.58639214
4809_ID,chr10,81422947,81424542,ENST00000606384.1_1,AL132656.3,lncRNA,0.8583,chr10,81421149,81565842,ENST00000671459.1_3,NUTM2B-AS1,lncRNA,0.7016,0.097891734
4810_ID,chr10,81422947,81424542,ENST00000606384.1_1,AL132656.3,lncRNA,0.8583,chr10,81420646,81437752,ENST00000482985.4_1,AL132656.2,lncRNA,0.6549,-0.202488382
4811_ID,chr10,38080507,38080865,ENST00000564417.1_1,AL132657.2,lncRNA,0.9398,chr10,38065453,38146125,ENST00000615949.6_3,ZNF248,protein_coding,0.8197,0.143201108
4812_ID,chr6,117772292,117774688,ENST00000415736.1_3,AL132671.1,lncRNA,0.9664,chr6,117639373,117894734,ENST00000467125.1_5,AL132671.2,protein_coding,0.9869,-0.099721031
4813_ID,chr14,27300606,27342242,ENST00000659271.1_3,AL132718.1,lncRNA,0.9637,chr14,27068960,27764722,ENST00000656336.1_1,AL110292.1,lncRNA,0.9558,0.375672227
4814_ID,chr20,17546145,17546496,ENST00000610812.1_1,AL132765.2,lncRNA,0.9358,chr20,17492636,17549865,ENST00000473415.1_3,BFSP1,processed_transcript,0.8517,0.606300003
4815_ID,chr20,43053691,43053781,ENST00000581483.1,AL132772.1,miRNA,NA,chr20,42984440,43061483,ENST00000619550.4_1,HNF4A,protein_coding,NA,NA
4816_ID,chr14,23884547,23884895,ENST00000557368.1_1,AL132855.1,lncRNA,0.9968,chr14,23881948,23904869,ENST00000355349.4_4,MYH7,protein_coding,0.9919,0.333771967
4817_ID,chr6,80536509,80536602,ENST00000408543.1,AL132875.1,miRNA,NA,chr6,80513298,80543103,ENST00000669965.1_3,LINC01621,lncRNA,NA,NA
4818_ID,chr6,161774710,161776382,ENST00000660049.1_3,AL132982.1,lncRNA,0.9023,chr6,161768448,163148798,ENST00000366898.6_5,PRKN,protein_coding,0.8599,0.271942947
4819_ID,chr14,58731379,58736399,ENST00000557322.1_1,AL132989.1,lncRNA,0.6617,chr14,58711560,58738722,ENST00000216455.9_2,PSMA3,protein_coding,0.5746,-0.194868699
4820_ID,chr14,58731379,58736399,ENST00000557322.1_1,AL132989.1,lncRNA,0.6617,chr14,58605818,58764857,ENST00000554218.1_3,ARMH4,processed_transcript,0.9147,0.028306766
4821_ID,chr14,91800056,91800167,ENST00000581346.1,AL133153.1,miRNA,NA,chr14,91737666,91884164,ENST00000389857.11_4,CCDC88C,protein_coding,NA,NA
4822_ID,chr10,102740263,102745371,ENST00000447344.1_3,AL133215.1,lncRNA,0.9109,chr10,102729279,102745373,ENST00000521006.5_1,SEMA4G,nonsense_mediated_decay,0.9691,0.39541505
4823_ID,chr10,102740263,102745371,ENST00000447344.1_3,AL133215.1,lncRNA,0.9109,chr10,102729214,102746953,ENST00000523148.5_3,MRPL43,protein_coding,0.9511,0.25407944
4824_ID,chr20,49477444,49477523,ENST00000582676.1,AL133228.1,miRNA,NA,chr20,49411530,49499213,ENST00000371608.6_2,BCAS4,protein_coding,NA,NA
4825_ID,chr20,49187511,49194578,ENST00000431019.1_3,AL133230.1,lncRNA,0.7105,chr20,49126919,49201778,ENST00000371621.5_2,PTPN1,protein_coding,0.769,0.331704399
4826_ID,chr2,32773741,32774107,ENST00000614487.1_1,AL133243.1,lncRNA,0.8989,chr2,32582095,32843966,ENST00000421745.6_1,BIRC6,protein_coding,0.6865,0.262832601
4827_ID,chr2,32746993,32748614,ENST00000610331.1_1,AL133243.2,lncRNA,0.6914,chr2,32582095,32843966,ENST00000421745.6_1,BIRC6,protein_coding,0.6865,0.501831502
4828_ID,chr2,32751570,32754574,ENST00000617415.1_1,AL133243.3,lncRNA,0.6291,chr2,32582095,32843966,ENST00000421745.6_1,BIRC6,protein_coding,0.6865,0.475579976
4829_ID,chr2,31752011,31788534,ENST00000435713.1_1,AL133247.1,lncRNA,0.933,chr2,31747549,31806007,ENST00000622030.2_4,SRD5A2,protein_coding,0.9556,0.452398883
4830_ID,chr6,26968986,26969427,ENST00000606374.1_1,AL133255.1,lncRNA,0.8721,chr6,26924710,26991738,ENST00000669756.1_1,LINC00240,lncRNA,0.9273,-0.100724808
4831_ID,chr6,151361051,151361107,ENST00000408542.1,AL133260.1,miRNA,NA,chr6,151186814,151423021,ENST00000611279.4_2,MTHFD1L,protein_coding,NA,NA
4832_ID,chr6,151376032,151377193,ENST00000445833.1_3,AL133260.2,lncRNA,0.903,chr6,151186814,151423021,ENST00000611279.4_2,MTHFD1L,protein_coding,0.9541,-0.00721089
