pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
4450_ID,chr2,4316478,4318886,ENSMUST00000194090.1,Gm36988,sense_intronic,0.7888,chr2,4017743,4614041,ENSMUST00000177457.7,Frmd4a,protein_coding,0.8513,-0.312987013
4451_ID,chr1,176754516,176758876,ENSMUST00000195463.1,Gm36992,antisense,0.9305,chr1,176733661,176814067,ENSMUST00000195717.5,Cep170,protein_coding,0.8346,0.809217301
4452_ID,chr18,36969915,37833296,ENSMUST00000194544.1,Gm37013,protein_coding,0.9906,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,0.289884717
4453_ID,chr1,37132272,37133264,ENSMUST00000195303.1,Gm37020,antisense,0.7185,chr1,37029332,37187607,ENSMUST00000238500.1,Vwa3b,protein_coding,0.9884,0.61051239
4454_ID,chr1,195017891,195018242,ENSMUST00000194642.1,Gm37027,lincRNA,0.8056,chr1,194976384,195027428,ENSMUST00000181947.7,A330023F24Rik,processed_transcript,0.8747,0.368010714
4455_ID,chr1,38076294,38077305,ENSMUST00000195028.1,Gm37062,sense_intronic,0.6872,chr1,38052785,38129662,ENSMUST00000027251.11,Rev1,protein_coding,0.793,0.746346256
4456_ID,chr2,4178109,4180661,ENSMUST00000195326.1,Gm37107,sense_intronic,0.8845,chr2,4017743,4614041,ENSMUST00000177457.7,Frmd4a,protein_coding,0.8513,0.238439397
4457_ID,chr18,37661951,37662632,ENSMUST00000194328.1,Gm37118,antisense,1,chr18,36975940,37833296,ENSMUST00000193984.1,Gm37388,protein_coding,0.9757,-0.072456884
4458_ID,chr18,37661951,37662632,ENSMUST00000194328.1,Gm37118,antisense,1,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,-0.107713555
4459_ID,chr18,37661951,37662632,ENSMUST00000194328.1,Gm37118,antisense,1,chr18,36969915,37833296,ENSMUST00000194544.1,Gm37013,protein_coding,0.9906,-0.072456884
4460_ID,chr2,13672515,13674434,ENSMUST00000195289.1,Gm37126,antisense,0.9646,chr2,13651020,13794064,ENSMUST00000003509.9,St8sia6,protein_coding,0.9325,0.078144395
4461_ID,chrY,13307100,13310334,ENSMUST00000193756.1,Gm37147,lincRNA,0,chrY,13252441,13378797,ENSMUST00000178599.6,Gm21454,protein_coding,0.9591,NA
4462_ID,chr18,37714278,37726121,ENSMUST00000193815.1,Gm37165,antisense,0.79,chr18,36969915,37833296,ENSMUST00000194544.1,Gm37013,protein_coding,0.9906,0.290899042
4463_ID,chr18,37714278,37726121,ENSMUST00000193815.1,Gm37165,antisense,0.79,chr18,36975940,37833296,ENSMUST00000193984.1,Gm37388,protein_coding,0.9757,0.497935297
4464_ID,chr18,37714278,37726121,ENSMUST00000193815.1,Gm37165,antisense,0.79,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,0.401279751
4465_ID,chr3,52198247,52200489,ENSMUST00000194488.1,Gm37170,lincRNA,0.845,chr3,52134046,52221997,ENSMUST00000193679.1,Gm37202,lincRNA,0.9455,0.403582442
4466_ID,chr1,183420654,183422213,ENSMUST00000192860.1,Gm37214,sense_intronic,0.9821,chr1,183418461,183436801,ENSMUST00000065900.9,Hhipl2,protein_coding,0.958,0.390182307
4467_ID,chr3,51812950,51819309,ENSMUST00000191643.1,Gm37229,antisense,0.8932,chr3,51685906,52105076,ENSMUST00000121440.3,Maml3,protein_coding,0.6605,0.625673945
4468_ID,chrY,17922927,17926162,ENSMUST00000195885.1,Gm37286,lincRNA,0,chrY,17874740,17967596,ENSMUST00000177639.6,Gm20831,protein_coding,0.9989,NA
4469_ID,chr1,160726041,160726681,ENSMUST00000193191.1,Gm37328,sense_intronic,0.9123,chr1,160257204,160792946,ENSMUST00000028049.12,Rabgap1l,protein_coding,0.7957,0.630622238
4470_ID,chr1,161030581,161031456,ENSMUST00000194567.1,Gm37362,antisense,0.7634,chr1,161002921,161034849,ENSMUST00000162226.8,Zbtb37,protein_coding,0.7234,0.249350649
4471_ID,chr18,36975940,37833296,ENSMUST00000193984.1,Gm37388,protein_coding,0.9757,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,0.743294146
4472_ID,chr16,23988481,23988595,ENSMUST00000210705.1,Gm37419,protein_coding,0.8609,chr16,23965051,23988852,ENSMUST00000023151.5,Bcl6,protein_coding,0.5944,0.368343559
4473_ID,chr1,138968509,138971851,ENSMUST00000194246.1,Gm37423,processed_transcript,0.8962,chr1,138963868,139178960,ENSMUST00000200429.4,Dennd1b,protein_coding,0.8833,0.367869996
4474_ID,chr18,37433411,37437547,ENSMUST00000193015.1,Gm37446,antisense,0.8862,chr18,36975940,37833296,ENSMUST00000193984.1,Gm37388,protein_coding,0.9757,0.296559796
4475_ID,chr18,37433411,37437547,ENSMUST00000193015.1,Gm37446,antisense,0.8862,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,0.011401612
4476_ID,chr18,37433411,37437547,ENSMUST00000193015.1,Gm37446,antisense,0.8862,chr18,36969915,37833296,ENSMUST00000194544.1,Gm37013,protein_coding,0.9906,0.434613494
4477_ID,chr3,15547478,15548599,ENSMUST00000194767.1,Gm37468,antisense,0.978,chr3,15495750,15575065,ENSMUST00000091319.6,Sirpb1b,protein_coding,0.8782,0.422977343
4478_ID,chr1,165848154,165849044,ENSMUST00000193728.1,Gm37469,antisense,0.949,chr1,165788680,165871153,ENSMUST00000161971.7,Cd247,protein_coding,0.8543,-0.106886825
4479_ID,chr14,7466361,7483762,ENSMUST00000164366.7,Gm3752,protein_coding,0.8467,chr14,7412459,7508369,ENSMUST00000180508.7,4933406F09Rik,lincRNA,0.9852,0.365837071
4480_ID,chr2,3351133,3354004,ENSMUST00000193499.1,Gm37525,sense_intronic,0.8476,chr2,3341986,3397210,ENSMUST00000194918.5,Olah,protein_coding,0.9669,0.247485991
4481_ID,chr1,160321685,160327078,ENSMUST00000195618.1,Gm37529,sense_intronic,0.9157,chr1,160264323,160443072,ENSMUST00000194105.1,Gm36975,antisense,0.805,0.161038961
4482_ID,chr1,160321685,160327078,ENSMUST00000195618.1,Gm37529,sense_intronic,0.9157,chr1,160257204,160792946,ENSMUST00000028049.12,Rabgap1l,protein_coding,0.7957,-0.028571429
4483_ID,chr14,7440923,7450917,ENSMUST00000169555.1,Gm3755,protein_coding,0.9807,chr14,7412459,7508369,ENSMUST00000180508.7,4933406F09Rik,lincRNA,0.9852,-0.131868667
4484_ID,chr3,25695194,25700303,ENSMUST00000193993.1,Gm37573,sense_intronic,0.9452,chr3,25426214,26332460,ENSMUST00000193603.5,Nlgn1,protein_coding,0.9591,0.685994341
4485_ID,chr3,32511802,32512344,ENSMUST00000192741.1,Gm37592,antisense,0.7375,chr3,32510258,32520833,ENSMUST00000193287.5,Zfp639,protein_coding,0.6786,0.488947097
4486_ID,chr9,106870673,106871501,ENSMUST00000193626.1,Gm37612,sense_intronic,0.9576,chr9,106838311,106891872,ENSMUST00000159620.8,Manf,protein_coding,0.9321,-0.146455914
4487_ID,chr9,106870673,106871501,ENSMUST00000193626.1,Gm37612,sense_intronic,0.9576,chr9,106821873,106880443,ENSMUST00000159645.7,Dcaf1,protein_coding,0.8176,0.518350141
4488_ID,chr1,155231303,155233159,ENSMUST00000192162.1,Gm37622,antisense,0.9086,chr1,155212470,155244444,ENSMUST00000186156.6,BC034090,protein_coding,0.94,0.529084677
4489_ID,chr1,40691441,40697636,ENSMUST00000193691.1,Gm37623,antisense,0.9155,chr1,40680573,40769273,ENSMUST00000027231.12,Slc9a2,protein_coding,0.8597,0.591492233
4490_ID,chr1,161040619,161041414,ENSMUST00000195700.1,Gm37634,antisense,1,chr1,161040600,161070658,ENSMUST00000035430.3,Dars2,protein_coding,0.6599,0.036927447
4491_ID,chr9,98590494,98591750,ENSMUST00000195540.1,Gm37637,antisense,0.5207,chr9,98588729,98601660,ENSMUST00000035034.9,Mrps22,protein_coding,0.5781,0.037662338
4492_ID,chr3,32610860,32613513,ENSMUST00000195407.1,Gm37640,antisense,0.8782,chr3,32580331,32616585,ENSMUST00000155737.7,Gnb4,protein_coding,0.5562,0.406664505
4493_ID,chr1,193289765,193290889,ENSMUST00000193570.1,Gm37650,antisense,0.9477,chr1,193207724,193343878,ENSMUST00000194677.5,Lamb3,protein_coding,0.9114,0.087128088
4494_ID,chr1,158485031,158554299,ENSMUST00000192868.1,Gm37679,antisense,0.925,chr1,158362272,158691779,ENSMUST00000193042.5,Astn1,protein_coding,0.9246,0.567882314
4495_ID,chr1,38884753,38888072,ENSMUST00000195309.1,Gm37707,antisense,0.9852,chr1,38863876,38898161,ENSMUST00000194361.5,Chst10,protein_coding,0.9032,0.135070162
4496_ID,chr1,184376343,184382441,ENSMUST00000194295.1,Gm37712,lincRNA,0.9556,chr1,184358343,184394271,ENSMUST00000193592.1,Gm37223,lincRNA,0.9708,0.743294146
4497_ID,chr18,36967590,36968148,ENSMUST00000192178.1,Gm37753,antisense,0.956,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,0.55835076
4498_ID,chr1,172089909,172092679,ENSMUST00000191834.1,Gm37756,antisense,0.7868,chr1,172082528,172122325,ENSMUST00000135192.7,Copa,protein_coding,0.4493,-0.063324759
4499_ID,chr1,171634878,171636022,ENSMUST00000192524.1,Gm37787,antisense,0.9193,chr1,171632402,171653035,ENSMUST00000192195.5,Slamf7,protein_coding,0.8639,0.806329916
4500_ID,chr2,4138983,4142627,ENSMUST00000195820.1,Gm37814,sense_intronic,0.9584,chr2,4017743,4614041,ENSMUST00000177457.7,Frmd4a,protein_coding,0.8513,0.21400724
4501_ID,chr2,4138983,4142627,ENSMUST00000195820.1,Gm37814,sense_intronic,0.9584,chr2,4137773,4144102,ENSMUST00000138462.1,Gm13189,lincRNA,0.9563,0.901692918
4502_ID,chr9,107762807,107763587,ENSMUST00000194573.1,Gm37850,antisense,0.6923,chr9,107740370,107770996,ENSMUST00000182659.7,Rbm5,protein_coding,0.7453,0.157843464
4503_ID,chr3,50001971,50010783,ENSMUST00000192149.1,Gm37854,antisense,0.7775,chr3,49892525,50443614,ENSMUST00000194462.5,Slc7a11,protein_coding,0.992,0.376923685
4504_ID,chr3,87157692,87162455,ENSMUST00000192571.1,Gm37855,lincRNA,0.7992,chr3,87078600,87174747,ENSMUST00000107618.8,Kirrel,protein_coding,0.802,0.528495969
4505_ID,chr1,165451554,165454629,ENSMUST00000195308.1,Gm37864,sense_intronic,0.8795,chr1,165328697,165460465,ENSMUST00000027856.12,Dcaf6,protein_coding,0.8326,0.097402597
4506_ID,chr3,86768070,86778653,ENSMUST00000194490.1,Gm37876,antisense,0.6211,chr3,86224679,86782689,ENSMUST00000107635.6,Lrba,protein_coding,0.6094,-0.075520833
4507_ID,chr1,182484178,182492473,ENSMUST00000192568.1,Gm37885,antisense,0.9056,chr1,182467259,182517524,ENSMUST00000068505.9,Capn2,protein_coding,0.5833,0.008114779
4508_ID,chr3,80202491,80205598,ENSMUST00000192018.1,Gm37892,antisense,0.7266,chr3,80054891,80213085,ENSMUST00000194077.1,A330069K06Rik,lincRNA,0.9712,0.453754352
4509_ID,chr1,172237290,172238290,ENSMUST00000191616.1,Gm37950,antisense,0.9572,chr1,172223512,172258414,ENSMUST00000111243.1,Atp1a4,protein_coding,0.9681,0.509812742
4510_ID,chr9,108389081,108390205,ENSMUST00000195351.1,Gm37963,sense_intronic,0.7392,chr9,108347852,108392545,ENSMUST00000035237.11,Usp4,protein_coding,0.7303,-0.08961039
4511_ID,chr1,167242456,167251492,ENSMUST00000193076.1,Gm37982,antisense,0.9885,chr1,167222882,167285320,ENSMUST00000053686.8,Uck2,protein_coding,0.6827,0.1360675
4512_ID,chrY,17957446,17960787,ENSMUST00000193309.1,Gm38028,lincRNA,0.9708,chrY,17874740,17967596,ENSMUST00000177639.6,Gm20831,protein_coding,0.9989,0.445
4513_ID,chr1,159928389,159931726,ENSMUST00000195328.1,Gm38039,antisense,1,chr1,159523768,159931729,ENSMUST00000192069.5,Tnr,protein_coding,0.9388,0.295419578
4514_ID,chr2,4103876,4106938,ENSMUST00000195785.1,Gm38085,sense_intronic,0.8014,chr2,4017743,4614041,ENSMUST00000177457.7,Frmd4a,protein_coding,0.8513,0.080545636
4515_ID,chr18,37172125,37172564,ENSMUST00000192936.1,Gm38097,antisense,0.9383,chr18,36952740,37840200,ENSMUST00000115661.4,Gm42416,protein_coding,0.9676,0.240323063
4516_ID,chr18,37172125,37172564,ENSMUST00000192936.1,Gm38097,antisense,0.9383,chr18,36969915,37833296,ENSMUST00000194544.1,Gm37013,protein_coding,0.9906,0.543423183
4517_ID,chr18,37172125,37172564,ENSMUST00000192936.1,Gm38097,antisense,0.9383,chr18,36975940,37833296,ENSMUST00000193984.1,Gm37388,protein_coding,0.9757,0.479669625
4518_ID,chr18,37172125,37172564,ENSMUST00000192936.1,Gm38097,antisense,0.9383,chr18,37159853,37178522,ENSMUST00000180516.2,Gm10544,processed_transcript,0.842,0.729909736
4519_ID,chr5,123133938,123135930,ENSMUST00000196428.1,Gm38102,lincRNA,0.902,chr5,123133722,123138109,ENSMUST00000159072.1,AI480526,lincRNA,0.6826,0.44362388
4520_ID,chr1,36913600,36916539,ENSMUST00000194317.1,Gm38115,sense_intronic,0.8681,chr1,36792193,36939822,ENSMUST00000194563.5,Tmem131,protein_coding,0.8579,0.198754461
4521_ID,chr3,52186572,52187957,ENSMUST00000193358.1,Gm38132,processed_transcript,0.988,chr3,52134046,52221997,ENSMUST00000193679.1,Gm37202,lincRNA,0.9455,0.647894622
4522_ID,chr9,108010975,108016608,ENSMUST00000191858.1,Gm38134,antisense,0.8238,chr9,107996348,108045270,ENSMUST00000176454.1,Gm20662,protein_coding,0.9925,0.741414835
4523_ID,chr9,108010975,108016608,ENSMUST00000191858.1,Gm38134,antisense,0.8238,chr9,108002500,108048782,ENSMUST00000035214.10,Ip6k1,protein_coding,0.5636,0.375314435
4524_ID,chr7,73948422,73958042,ENSMUST00000191751.1,Gm38143,processed_transcript,0.8768,chr7,73939118,74013674,ENSMUST00000026896.9,St8sia2,protein_coding,0.9352,0.247500769
4525_ID,chr9,107594439,107594891,ENSMUST00000192996.1,Gm38150,lincRNA,0.8896,chr9,107592629,107597075,ENSMUST00000238519.1,Lsmem2,protein_coding,0.9364,0.550822633
4526_ID,chrY,13335782,13338145,ENSMUST00000193656.1,Gm38159,lincRNA,0,chrY,13252441,13378797,ENSMUST00000178599.6,Gm21454,protein_coding,0.9591,NA
4527_ID,chr9,108584755,108585361,ENSMUST00000194112.1,Gm38163,sense_intronic,0.6316,chr9,108578861,108597667,ENSMUST00000006853.10,P4htm,protein_coding,0.9311,-0.22987013
4528_ID,chr18,61691045,61692384,ENSMUST00000191654.1,Gm38165,antisense,0.9043,chr18,61684886,61692538,ENSMUST00000237575.1,Il17b,protein_coding,1,-0.169030851
4529_ID,chr1,191077824,191078680,ENSMUST00000192879.1,Gm38188,antisense,0.7356,chr1,191063030,191086474,ENSMUST00000078259.7,Nsl1,protein_coding,0.7166,0.457526112
4530_ID,chr1,165230370,165235125,ENSMUST00000192350.1,Gm38190,sense_intronic,0.8397,chr1,165212285,165236943,ENSMUST00000043235.7,Tiprl,protein_coding,0.4137,0.351948052
4531_ID,chr1,184923135,184942500,ENSMUST00000192968.1,Gm38251,antisense,0.7594,chr1,184896788,184999570,ENSMUST00000027929.9,Mark1,protein_coding,0.8008,-0.083116883
4532_ID,chr1,165493790,165495167,ENSMUST00000194507.1,Gm38325,antisense,0.8816,chr1,165485182,165576774,ENSMUST00000027852.14,Adcy10,protein_coding,0.983,0.474549583
4533_ID,chr1,34809359,34811908,ENSMUST00000193040.2,Gm38336,antisense,0.6859,chr1,34678187,34812739,ENSMUST00000159747.8,Arhgef4,protein_coding,0.9114,0.305850303
4534_ID,chr2,4217080,4219353,ENSMUST00000191718.1,Gm38348,sense_intronic,0.93,chr2,4017743,4614041,ENSMUST00000177457.7,Frmd4a,protein_coding,0.8513,0.336052981
4535_ID,chr3,73329433,73470014,ENSMUST00000192351.1,Gm38353,lincRNA,0.8779,chr3,73066350,73594830,ENSMUST00000192642.1,Gm20754,lincRNA,0.934,0.513430747
4536_ID,chr1,133619939,133661318,ENSMUST00000179598.3,Gm38394,protein_coding,0.7143,chr1,133619870,133661380,ENSMUST00000027736.12,Zc3h11a,protein_coding,0.5795,-0.428061081
4537_ID,chr7,99870665,99889358,ENSMUST00000207760.1,Gm38405,antisense,0.9333,chr7,99859115,99917822,ENSMUST00000036155.9,Xrra1,protein_coding,0.992,0.520054497
4538_ID,chr3,104409160,104417535,ENSMUST00000199205.1,Gm38412,antisense,0.7493,chr3,104396417,104461511,ENSMUST00000199180.1,Lrig2,protein_coding,0.9891,-0.117218854
4539_ID,chr14,11965445,11981223,ENSMUST00000136693.2,Gm3848,antisense,NA,chr14,11553531,12242041,ENSMUST00000022264.12,Ptprg,protein_coding,NA,NA
4540_ID,chr3,34298171,34351712,ENSMUST00000174005.2,Gm38505,lincRNA,0.9621,chr3,34104457,34676030,ENSMUST00000196243.4,Sox2ot,processed_transcript,1,0.324037035
4541_ID,chr10,82845732,82859008,ENSMUST00000220169.1,Gm38560,bidirectional_promoter_lncRNA,0.7362,chr10,82833950,82897712,ENSMUST00000219368.1,Txnrd1,protein_coding,0.8762,0.011823441
4542_ID,chr5,71680267,71699824,ENSMUST00000199398.1,Gm38562,antisense,0.9224,chr5,71658112,72108779,ENSMUST00000199967.4,Gabrb1,protein_coding,0.9048,0.558294478
4543_ID,chr17,68829840,68837226,ENSMUST00000232811.1,Gm38593,antisense,0.9135,chr17,68826622,68840579,ENSMUST00000233019.1,Tmem200c,protein_coding,0.9293,0.529192025
4544_ID,chr16,12704367,12706740,ENSMUST00000230690.1,Gm38619,lincRNA,0.9676,chr16,12629083,12945935,ENSMUST00000230696.1,4930414F18Rik,lincRNA,0.9505,0.528621383
4545_ID,chr9,121523574,121530805,ENSMUST00000216555.1,Gm38661,lincRNA,0.5694,chr9,121515664,121536151,ENSMUST00000215630.1,Gm47095,lincRNA,0.9453,0.483675509
4546_ID,chr7,30552827,30552904,ENSMUST00000199248.1,Gm38670,miRNA,0,chr7,30552177,30555440,ENSMUST00000126989.7,Hspb6,protein_coding,0.9328,NA
4547_ID,chr8,12947940,12948070,ENSMUST00000200573.1,Gm38671,miRNA,0,chr8,12873826,13019053,ENSMUST00000095456.9,Mcf2l,protein_coding,0.9066,NA
4548_ID,chr6,48613972,48622357,ENSMUST00000203998.1,Gm38804,antisense,0.5316,chr6,48602062,48623227,ENSMUST00000204095.2,Zfp775,protein_coding,0.7474,0.142538938
4549_ID,chr7,15971882,15984654,ENSMUST00000210035.1,Gm38948,lincRNA,0.6498,chr7,15970671,16047921,ENSMUST00000210781.1,Bicra,protein_coding,0.6822,0.638492087
4550_ID,chr9,37015757,37020671,ENSMUST00000176020.1,Gm3896,antisense,0.8791,chr9,36890981,37147407,ENSMUST00000039674.12,Pknox2,protein_coding,0.9273,0.58416392
4551_ID,chr7,29029022,29030250,ENSMUST00000207099.1,Gm38979,antisense,0.8616,chr7,29003343,29125151,ENSMUST00000032813.9,Ryr1,protein_coding,0.9384,0.602779747
4552_ID,chr7,43427685,43428832,ENSMUST00000239023.1,Gm38999,protein_coding,0,chr7,43427669,43435991,ENSMUST00000177375.1,Lim2,protein_coding,1,NA
4553_ID,chr7,78560634,78575232,ENSMUST00000206774.1,Gm39038,sense_intronic,0.9652,chr7,78175958,78578408,ENSMUST00000039431.13,Ntrk3,protein_coding,0.9407,0.49817052
4554_ID,chr7,127691934,127700183,ENSMUST00000205992.1,Gm39090,lincRNA,0.9568,chr7,127661455,127708785,ENSMUST00000106282.7,Bcl7c,protein_coding,0.8722,0.670715138
4555_ID,chr7,128182378,128184096,ENSMUST00000206189.1,Gm39091,antisense,0.9746,chr7,128154375,128205501,ENSMUST00000106237.9,Itgad,protein_coding,0.9914,0.48058603
4556_ID,chr8,34119010,34120208,ENSMUST00000210178.1,Gm39158,antisense,0.8971,chr8,34115029,34125182,ENSMUST00000095345.4,Mboat4,protein_coding,0.8062,0.126323718
4557_ID,chr8,85730815,85765095,ENSMUST00000210912.1,Gm39214,lincRNA,0.972,chr8,85717577,85840921,ENSMUST00000034140.8,Itfg1,protein_coding,0.7667,0.503896104
4558_ID,chr8,108526936,108537126,ENSMUST00000209663.1,Gm39244,lincRNA,0.9184,chr8,107942643,108961630,ENSMUST00000220518.1,Zfhx3,protein_coding,0.9048,0.278753454
4559_ID,chr8,122774034,122775423,ENSMUST00000212881.1,Gm39271,bidirectional_promoter_lncRNA,0.8821,chr8,119910840,124345722,ENSMUST00000127664.1,Galnt2l,protein_coding,0.7074,-0.345407775
4560_ID,chr9,35188662,35193817,ENSMUST00000214606.1,Gm39318,antisense,0.7944,chr9,35184550,35200291,ENSMUST00000175765.7,Tirap,protein_coding,0.7732,0.335245278
4561_ID,chr9,44066765,44071468,ENSMUST00000216448.1,Gm39325,antisense,0.9537,chr9,44066326,44113500,ENSMUST00000162126.7,Gm49380,protein_coding,0.9358,0.622740782
4562_ID,chr9,61049008,61055669,ENSMUST00000217239.1,Gm39348,lincRNA,0.9553,chr9,61032211,61059116,ENSMUST00000216170.1,Gm33699,lincRNA,0.7642,0.083366982
4563_ID,chr9,83571559,83573289,ENSMUST00000213703.1,Gm39384,lincRNA,0.9142,chr9,83548326,83638801,ENSMUST00000188241.6,Sh3bgrl2,protein_coding,0.8101,0.266201568
4564_ID,chr11,78292847,78293956,ENSMUST00000147795.1,Gm3948,antisense,0.9596,chr11,78290891,78295342,ENSMUST00000147549.7,Rskr,protein_coding,0.8826,-0.213256917
4565_ID,chr8,128745962,128798694,ENSMUST00000195093.1,Gm3952,protein_coding,1,chr8,128736975,129065512,ENSMUST00000214889.1,Ccdc7a,protein_coding,0.9833,0.327379036
4566_ID,chr5,122025329,122029697,ENSMUST00000198001.1,Gm3970,antisense,0.952,chr5,121856365,122049851,ENSMUST00000111752.9,Cux2,protein_coding,0.7835,0.010056992
4567_ID,chr3,137875924,137878126,ENSMUST00000198291.1,Gm40155,antisense,0.9718,chr3,137867674,137916557,ENSMUST00000090178.9,Dnajb14,protein_coding,0.6218,0.256704664
4568_ID,chr5,53546350,53547322,ENSMUST00000202154.1,Gm40304,antisense,0.9682,chr5,53466151,53649390,ENSMUST00000201991.3,Rbpj,protein_coding,0.9217,-0.16122449
4569_ID,chr10,15697995,15760012,ENSMUST00000217765.1,Gm40604,lincRNA,0.9585,chr10,15600226,15780010,ENSMUST00000219416.1,Gm47712,lincRNA,0.8044,0.131205692
4570_ID,chr10,25298608,25306432,ENSMUST00000218840.1,Gm40617,antisense,0.755,chr10,25284023,25307870,ENSMUST00000176231.1,Akap7,protein_coding,0.9452,0.223502487
4571_ID,chr12,98523843,98526583,ENSMUST00000220507.1,Gm40893,antisense,0.8174,chr12,98429436,98578310,ENSMUST00000221240.1,Kcnk10,protein_coding,0.8447,0.674025974
4572_ID,chr13,62097769,62111977,ENSMUST00000222324.1,Gm40977,lincRNA,1,chr13,62006639,62126102,ENSMUST00000220886.1,Gm48228,lincRNA,0.8239,-0.153979471
4573_ID,chr14,43798447,43800750,ENSMUST00000228900.1,Gm41138,lincRNA,0.9906,chr14,43766468,43909143,ENSMUST00000227370.1,Gm49965,lincRNA,0.9172,0.183554311
4574_ID,chr14,45541172,45543567,ENSMUST00000228455.1,Gm41144,lincRNA,0.9234,chr14,45530357,45544887,ENSMUST00000228591.1,4930527F14Rik,bidirectional_promoter_lncRNA,0.7498,0.416567569
4575_ID,chr5,14056437,14074157,ENSMUST00000154338.1,Gm4128,antisense,0.9095,chr5,14025275,14256689,ENSMUST00000073957.7,Sema3e,protein_coding,0.9444,0.284113331
4576_ID,chr15,36206373,36210705,ENSMUST00000227302.1,Gm41293,antisense,0.8435,chr15,36179367,36235621,ENSMUST00000047348.10,Spag1,protein_coding,0.9243,0.596257868
4577_ID,chr15,98934324,98940553,ENSMUST00000229156.1,Gm41396,antisense,0.896,chr15,98932136,98953551,ENSMUST00000134214.2,Gm49450,protein_coding,0.923,0.105142844
4578_ID,chr16,92154246,92156291,ENSMUST00000232211.1,Gm41495,lincRNA,0.9622,chr16,92126287,92186528,ENSMUST00000231220.1,Gm41496,lincRNA,0.8011,-0.135556356
4579_ID,chr16,92154246,92156291,ENSMUST00000232211.1,Gm41495,lincRNA,0.9622,chr16,92058315,92187341,ENSMUST00000232677.1,Gm49711,protein_coding,0.6945,-0.101404557
4580_ID,chr16,92126287,92186528,ENSMUST00000231220.1,Gm41496,lincRNA,0.8011,chr16,92058315,92187341,ENSMUST00000232677.1,Gm49711,protein_coding,0.6945,0.267001783
4581_ID,chr17,30848435,30857436,ENSMUST00000237260.1,Gm41561,antisense,0.9481,chr17,30459501,30923831,ENSMUST00000235858.1,Gm50252,processed_transcript,0.8684,-0.054027055
4582_ID,chr17,30848435,30857436,ENSMUST00000237260.1,Gm41561,antisense,0.9481,chr17,30624353,30875264,ENSMUST00000170651.1,Dnah8,protein_coding,0.9765,0.496552169
4583_ID,chr17,30945892,30952761,ENSMUST00000236151.1,Gm41562,lincRNA,0.6356,chr17,30920337,30963220,ENSMUST00000236572.1,Gm10503,antisense,0.8569,0.37247299
4584_ID,chr17,70765838,70805997,ENSMUST00000233559.1,Gm41609,processed_transcript,0.7947,chr17,69969072,70821413,ENSMUST00000133983.7,Dlgap1,protein_coding,0.9215,-0.200224373
4585_ID,chr18,12647516,12648419,ENSMUST00000234607.1,Gm41668,antisense,0.9791,chr18,12599925,12737050,ENSMUST00000169401.7,Ttc39c,protein_coding,0.8902,0.432189724
4586_ID,chr18,35874313,35876037,ENSMUST00000235808.1,Gm41693,lincRNA,0.9234,chr18,35862250,35877311,ENSMUST00000236587.1,Gm50399,lincRNA,0.8281,0.650957027
4587_ID,chr18,65349156,65368824,ENSMUST00000236639.1,Gm41757,antisense,0.9381,chr18,65265528,65394066,ENSMUST00000035548.15,Alpk2,protein_coding,0.9835,0.392605096
4588_ID,chr18,68098346,68118374,ENSMUST00000236198.1,Gm41764,antisense,0.97,chr18,67933256,68255551,ENSMUST00000063775.4,Ldlrad4,protein_coding,0.5983,-0.248292265
4589_ID,chr14,51630272,51635666,ENSMUST00000170249.1,Gm4181,protein_coding,0.9592,chr14,51552789,51662953,ENSMUST00000096170.4,Gm5622,protein_coding,0.9639,0.73338024
4590_ID,chr8,121833652,121841178,ENSMUST00000212899.1,Gm42047,lincRNA,0.6697,chr8,119910840,124345722,ENSMUST00000127664.1,Galnt2l,protein_coding,0.7074,0.325974026
4591_ID,chr19,5305877,5307416,ENSMUST00000235637.1,Gm42064,antisense,0.9529,chr19,5298330,5308738,ENSMUST00000061169.6,Gal3st3,protein_coding,0.839,0.561272236
4592_ID,chr5,113145327,113154368,ENSMUST00000196278.1,Gm42161,lincRNA,0.8655,chr5,113086322,113221236,ENSMUST00000211733.1,2900026A02Rik,protein_coding,0.8603,0.556214887
4593_ID,chr3,34598518,34602248,ENSMUST00000199244.1,Gm42205,lincRNA,0.9161,chr3,34104457,34676030,ENSMUST00000196243.4,Sox2ot,processed_transcript,1,0.307958942
4594_ID,chr4,76451230,76490113,ENSMUST00000209960.1,Gm42303,antisense,0.9144,chr4,76139381,78211895,ENSMUST00000107287.8,Ptprd,protein_coding,0.9001,0.538771202
